,underlying,call65,call70,call75,call80,call85,call90,call95,call100,call105,call110,call115,call120,call125,call130,call135,put65,put70,put75,put80,put85,put90,put95,put100,put105,put110,put115,put120,put125,put130,put135
0,100.0,35.43653723282135,30.43644857625572,25.465459925889277,20.544501335864354,15.718957465877546,11.091298179082436,6.883928494142207,3.493461095466578,1.3339790488017886,0.3754789008541015,0.09028971348849762,0.025352294303971686,0.011181526400151964,0.008593196463211864,0.010525892853457432,0.4365372328213543,0.4364485762557214,0.46545992588927765,0.5445013358643523,0.7189574658775455,1.0912981790824365,1.8839284941422072,3.493461095466578,6.333979048801789,10.375478900854102,15.090289713488497,20.02535229430397,25.01118152640015,30.008593196463213,35.01052589285346
1,99.70335079582173,35.11763783785998,30.116325126549576,25.143759417946452,20.221087412725637,15.395045708804357,10.773196544284254,6.591872599658488,3.268877091205203,1.2124819417891473,0.33606026429922514,0.0833763334194331,0.02565823210786899,0.012810073738065673,0.011002120335979875,0.014475366157962034,0.4142870420382491,0.4129743307278404,0.44040862212471626,0.5177366169039046,0.6916949129826238,1.0698457484625186,1.8885218038367537,3.565526295383469,6.509131145967413,10.632709468477492,15.3800255375977,20.322307436286135,25.309459277916332,30.307651324514246,35.311124570336226
2,99.7817393177332,35.246584651848835,30.25295011261257,25.291467165399748,20.385660072293724,15.585512548671527,11.000334594727022,6.8568405482512516,3.536346995945018,1.4096631280874794,0.4316481081693193,0.11670576419863357,0.036586540029554256,0.01714434490398722,0.013169804267905214,0.015442642023459161,0.4648453341156384,0.47121079487937323,0.509727847666549,0.6039207545605281,0.8037732309383301,1.2185952769938238,2.0751012305180536,3.75460767821182,6.6279238103542815,10.649908790436122,15.334966446465435,20.254847222296355,25.23540502717079,30.23143048653471,35.23370332429026
3,99.98992170993208,35.412876729113336,30.42341607296616,25.464843813443057,20.5603751101352,15.759372308902924,11.169538194789604,7.013416576796876,3.6648093635644727,1.492569275842147,0.46965214111507103,0.12951737923894338,0.04038852584032808,0.018260211105641376,0.013285579029929816,0.014745214599926788,0.4229550191812578,0.43349436303408406,0.47492210351097897,0.5704534002031246,0.7694505989708468,1.1796164848575277,2.0234948668647994,3.6748876536323962,6.50264756591007,10.479730431182995,15.139595669306868,20.05046681590825,25.028338501173565,30.023363869097853,35.02482350466785
4,99.34876478745515,34.76534804384299,29.78321180826432,24.834188991455328,19.944123639967227,15.167838776588164,10.623611486302456,6.550014337035282,3.329963813065497,1.3051162728420316,0.3914002301682205,0.10232593585218318,0.030280400442537908,0.01310701109974718,0.009277570330834014,0.010208191743128286,0.41658325638783544,0.43444702080916725,0.4854242040001753,0.595358852512075,0.8190739891330111,1.274846698847304,2.201249549580129,3.9811990256103442,6.956351485386879,11.042635442713069,15.753561148397031,20.681515612987386,25.664342223644596,30.66051278287568,35.66144340428797
5,99.10546915013838,34.531606265835926,29.555251449385747,24.613930233119994,19.73515577549705,14.976589551616982,10.460448237573218,6.427758948914446,3.2554833198686346,1.2691722185180727,0.37580382054399286,0.09518477145362712,0.026578028599176774,0.010664260338855022,0.007019577356483271,0.007334337256736163,0.4261371156975531,0.4497822992473704,0.5084610829816176,0.6296866253586728,0.8711204014786063,1.3549790874348426,2.322289798776071,4.150014169730259,7.1637030683796965,11.270334670405617,15.989715621315252,20.9211088784608,25.90519511020048,30.90155042721811,35.90186518711836
6,99.87264198348588,35.31363061193635,30.330250661585218,25.37976197570313,20.48693922690627,15.703519055018614,11.139651301696398,7.0164963831680005,3.695372454575061,1.5267611236025755,0.4879125719202064,0.13450851012207887,0.04054735325243646,0.01715318821934786,0.011542368730550466,0.01198383321032686,0.44098862845046977,0.45760867809934114,0.5071199922172535,0.6142972434203905,0.8308770715327359,1.2670093182105207,2.1438543996821227,3.8227304710891836,6.654119140116698,10.61527058843433,15.2618665266362,20.167905369766558,25.14451120473347,30.13890038524467,35.13934184972445
7,99.55950028324041,34.98076011678951,29.9993774873743,25.050637517194694,20.15964113723841,15.379208964502965,10.822661112348735,6.719113459036542,3.4436200222749065,1.3525262178532669,0.39690060928626186,0.0969886427550796,0.025545061729887308,0.009642294066711512,0.00607492508018642,0.006226846422949863,0.42125983354910196,0.43987720413388803,0.49113723395428305,0.6001408539979992,0.8197086812625538,1.263160829108325,2.159613175796132,3.884119739034496,6.7930259346128565,10.83740032604585,15.537488359514668,20.466044778489476,25.4501420108263,30.446574641839774,35.44672656318254
8,99.67788451501,35.08474764511553,30.098576039962833,25.14345987194501,20.24328825654019,15.449051393324158,10.872210517750263,6.742919006949135,3.4451611891328926,1.3472791960627504,0.39622730598597133,0.09928577863369997,0.02777589862560417,0.011435268590035803,0.007862045196480295,0.008597719584553668,0.40686313010552166,0.4206915249528268,0.4655753569350007,0.5654037415301831,0.7711668783141518,1.1943260027402558,2.0650344919391284,3.767276674122886,6.669394681052744,10.718342790975964,15.421401263623693,20.349891383615596,25.333550753580028,30.329977530186472,35.33071320457454
9,100.47767218117295,35.860100840209235,30.87417001436509,25.9169864612946,21.010380628470124,16.200545833506208,11.587836215034896,7.38033325957165,3.9361171660035175,1.638006757915623,0.5166759749912614,0.1354998416795562,0.03738829610910891,0.014231052665321238,0.008727961590672215,0.00852735284465934,0.3824286590362825,0.3964978331921425,0.43931428012164814,0.5327084472971757,0.722873652333259,1.1101640338619467,1.9026610783987012,3.4584449848305687,6.160334576742674,10.039003793818313,14.657827660506607,19.559716114936162,24.53655887149237,29.531055780417724,34.53085517167171
10,100.36100973076621,35.745284543259416,30.762476743375736,25.809057338976462,20.90743002498654,16.104693557431474,11.502286411622379,7.308659529553485,3.88012274446699,1.597008885159539,0.4901837742176272,0.1214568902896652,0.030619417286473855,0.01046868724621244,0.00583697810016074,0.005361947516498523,0.38427481249320455,0.40146701260952083,0.4480476082102492,0.5464202942203245,0.7436838266652611,1.1412766808561652,1.947649798787272,3.519113013700777,6.235999154393326,10.129174043451414,14.760447159523451,19.66960968652026,24.64945895648,29.644827247333946,34.644352216750285
11,99.98265451759345,35.401371240453884,30.416130016353364,25.461711833891332,20.561309651964073,15.763788339742762,11.174768212429713,7.011701788545471,3.6437226347002265,1.4502106780141193,0.42660466567481775,0.10214795037912132,0.025735814710814854,0.009204041148548267,0.005545373351288862,0.005540691656122868,0.41871672286043665,0.4334754987599188,0.47905731629788517,0.578655134370628,0.7811338221493159,1.1921136948362683,2.029047270952025,3.661068117106781,6.467556160420674,10.443950148081372,15.119493432785676,20.043081297117368,25.026549523555104,30.022890855757844,35.02288617406268
12,100.28248220233597,35.753061036150285,30.76029788181586,25.798291788510536,20.88886847028741,16.07772468073575,11.463814955853081,7.2536961448814266,3.809552702457388,1.529799736867837,0.449665814752955,0.10600479208008465,0.02612650152042263,0.009243445851605235,0.00562517947287108,0.005767249252806217,0.4705788338143155,0.4778156794798905,0.5158095861745671,0.60638626795144,0.79524247839978,1.1813327535171108,1.9712139425454562,3.5270705001214178,6.247317534531867,10.167183612416984,14.823522589744115,19.743644299184453,24.726761243515636,29.723142977136902,34.723285046916835
13,99.81058428401155,35.30825907600266,30.312002799231202,25.347719110792504,20.437969474508115,15.630376084879327,11.029129503331442,6.853479113715403,3.4861665962012487,1.3283604715730193,0.3639971492580371,0.08059848041899369,0.019546237261537383,0.007260556062538865,0.004854567824158766,0.005518355592748348,0.49767479199111186,0.5014185152196459,0.5371348267809495,0.6273851904965597,0.8197918008677733,1.218545219319888,2.042894829703849,3.6755823121896944,6.517776187561465,10.553412865246482,15.27001419640744,20.208961953249982,25.196676272050986,30.194270283812603,35.194934071581194
14,99.47773438494015,34.91276361871722,29.92386539241971,24.966462782968822,20.064262388341163,15.26789828266308,10.688673774371672,6.559191234415886,3.2743870571850575,1.218409519556951,0.32676682762137804,0.07159409237714884,0.017357532096759044,0.006445920626242669,0.004277879632476908,0.004800939813775608,0.4350292337770757,0.4461310074795625,0.48872839802867174,0.5865280034010143,0.7901638977229298,1.210939389431524,2.0814568494757375,3.7966526722449085,6.740675134616803,10.84903244268123,15.593859707437,20.53962314715661,25.528711535686092,30.526543494692326,35.52706655487363
15,99.16705250240186,34.58202256887078,29.592028368532777,24.633398191930162,19.730357522443274,14.93552914121922,10.366410624206337,6.27030362952513,3.0606172651494377,1.1090451723686814,0.2944285047526709,0.06714555462409817,0.018100414380615812,0.007765323470896789,0.005883845972990754,0.007205722188053379,0.4149700664689181,0.42497586613091803,0.46634568952830513,0.5633050200414145,0.7684766388173617,1.199358121804477,2.1032511271232712,3.893564762747579,6.941992669966822,11.127376002350813,15.900093052222239,20.851047911978757,25.840712821069037,30.838831343571133,35.840153219786195
16,98.83915001407844,34.25140548878111,29.263050486598186,24.307445541922164,19.41049096952717,14.628705032319212,10.08802313531092,6.0492715747992065,2.930472000508382,1.0691540963876356,0.29764284765617205,0.07572069349436669,0.023855421119781072,0.011915737083040735,0.010007130148976988,0.012763219621377735,0.41225547470266816,0.42390047251974505,0.4682955278437216,0.5713409554487302,0.7895550182407703,1.2488731212324784,2.2101215607207645,4.091321986429941,7.230004082309194,11.458492833577731,16.236570679415927,21.18470540704134,26.1727657230046,31.170857116070536,36.173613205542935
17,99.4750098249517,34.892208271486716,29.89979668907218,24.937727644934608,20.028975597012792,15.223362589609675,10.632426306196914,6.493435004250768,3.213327088313546,1.1824008736953355,0.31656303909357336,0.07152539708764931,0.018734735798524426,0.007746112742533457,0.005689449797585253,0.006838899449891733,0.41719844653501614,0.4247868641204824,0.46271781998290895,0.553965772061093,0.7483527646579765,1.157416481245216,2.0184251792990695,3.7383172633618478,6.707391048743638,10.841553214141875,15.596515572135951,20.543724910846827,25.532736287790836,30.530679624845888,35.53182907449819
18,99.71956168173818,35.13816935751132,30.14210941810799,25.175664463549765,20.260894926036592,15.445805628377776,10.838572125981887,6.671447781814489,3.3478882501703024,1.2645149920013838,0.3550793776914486,0.0865501284180712,0.02493822722869337,0.01127627260187823,0.0087874310853542,0.010786280229239728,0.4186076757731394,0.4225477363698033,0.4561027818115794,0.5413332442984087,0.7262439466395926,1.1190104442437019,1.951886100076305,3.6283265684321178,6.5449533102632,10.635517695953263,15.366988446679887,20.30537654549051,25.291714590863695,30.28922574934717,35.291224598491056
19,99.89757525655203,35.38326480521962,30.382355592208455,25.41277697857526,20.496596212772342,15.680986509302041,11.07067172926343,6.888440048911739,3.5229532648985153,1.3712431894792498,0.4005918735032827,0.101743507181122,0.030315229105720723,0.014004033468410565,0.011015975246750043,0.01351510869954578,0.4856895486675892,0.48478033565642414,0.5152017220232286,0.5990209562203104,0.78341125275001,1.1730964727113986,1.9908647923597076,3.6253780083464844,6.473667932927219,10.503016616951252,15.204168250629092,20.13273997255369,25.11642877691638,30.11344071869472,35.11593985214751
20,99.98721252412486,35.423613507903326,30.427604435915484,25.461586216520484,20.547482004526167,15.732398247865987,11.121093345547704,6.936130219334384,3.564297324088644,1.399788908390475,0.41394004119650335,0.1058736562497256,0.03120917503708196,0.013958647161832746,0.010506666726179788,0.012361463405946113,0.4364009837784691,0.4403919117906254,0.4743736923956272,0.56026948040131,0.7451857237411308,1.1338808214228482,1.948917695209527,3.5770847999637874,6.412576384265618,10.426727517071647,15.118661132124869,20.043996650912224,25.026746123036975,30.023294142601323,35.02514893928109
